x,y,cell_size,xinit_r,yinit_r,n_row,n_column,category
686510.961,9062358.259,10,675335.2173,9072861.952,1050,1118,8
686520.9616,9062358.259,10,675335.2173,9072861.952,1050,1119,8
686530.9623,9062358.259,10,675335.2173,9072861.952,1050,1120,8
686540.963,9062358.259,10,675335.2173,9072861.952,1050,1121,8
686550.9636,9062358.259,10,675335.2173,9072861.952,1050,1122,8
686560.9643,9062358.259,10,675335.2173,9072861.952,1050,1123,8
686570.965,9062358.259,10,675335.2173,9072861.952,1050,1124,8
686580.9656,9062358.259,10,675335.2173,9072861.952,1050,1125,8
686590.9663,9062358.259,10,675335.2173,9072861.952,1050,1126,8
686600.9669,9062358.259,10,675335.2173,9072861.952,1050,1127,8
686610.9676,9062358.259,10,675335.2173,9072861.952,1050,1128,8
686620.9683,9062358.259,10,675335.2173,9072861.952,1050,1129,8
685990.9264,9062348.26,10,675335.2173,9072861.952,1051,1066,8
686000.927,9062348.26,10,675335.2173,9072861.952,1051,1067,8
686010.9277,9062348.26,10,675335.2173,9072861.952,1051,1068,8
686020.9284,9062348.26,10,675335.2173,9072861.952,1051,1069,8
686030.929,9062348.26,10,675335.2173,9072861.952,1051,1070,8
686040.9297,9062348.26,10,675335.2173,9072861.952,1051,1071,8
686050.9303,9062348.26,10,675335.2173,9072861.952,1051,1072,8
686060.931,9062348.26,10,675335.2173,9072861.952,1051,1073,8
686070.9317,9062348.26,10,675335.2173,9072861.952,1051,1074,8
686080.9323,9062348.26,10,675335.2173,9072861.952,1051,1075,8
686090.933,9062348.26,10,675335.2173,9072861.952,1051,1076,8
686100.9337,9062348.26,10,675335.2173,9072861.952,1051,1077,8
686110.9343,9062348.26,10,675335.2173,9072861.952,1051,1078,8
686120.935,9062348.26,10,675335.2173,9072861.952,1051,1079,8
686130.9357,9062348.26,10,675335.2173,9072861.952,1051,1080,8
686140.9363,9062348.26,10,675335.2173,9072861.952,1051,1081,8
686150.937,9062348.26,10,675335.2173,9072861.952,1051,1082,8
686160.9377,9062348.26,10,675335.2173,9072861.952,1051,1083,8
686170.9383,9062348.26,10,675335.2173,9072861.952,1051,1084,8
686180.939,9062348.26,10,675335.2173,9072861.952,1051,1085,8
686190.9397,9062348.26,10,675335.2173,9072861.952,1051,1086,8
686200.9403,9062348.26,10,675335.2173,9072861.952,1051,1087,8
686210.941,9062348.26,10,675335.2173,9072861.952,1051,1088,8
686220.9417,9062348.26,10,675335.2173,9072861.952,1051,1089,8
686230.9423,9062348.26,10,675335.2173,9072861.952,1051,1090,8
686240.943,9062348.26,10,675335.2173,9072861.952,1051,1091,8
686250.9437,9062348.26,10,675335.2173,9072861.952,1051,1092,8
686260.9443,9062348.26,10,675335.2173,9072861.952,1051,1093,8
686270.945,9062348.26,10,675335.2173,9072861.952,1051,1094,8
686280.9457,9062348.26,10,675335.2173,9072861.952,1051,1095,8
686290.9463,9062348.26,10,675335.2173,9072861.952,1051,1096,8
686300.947,9062348.26,10,675335.2173,9072861.952,1051,1097,8
686310.9477,9062348.26,10,675335.2173,9072861.952,1051,1098,8
686320.9483,9062348.26,10,675335.2173,9072861.952,1051,1099,8
686330.949,9062348.26,10,675335.2173,9072861.952,1051,1100,8
686340.9496,9062348.26,10,675335.2173,9072861.952,1051,1101,8
686350.9503,9062348.26,10,675335.2173,9072861.952,1051,1102,8
686360.951,9062348.26,10,675335.2173,9072861.952,1051,1103,8
686370.9516,9062348.26,10,675335.2173,9072861.952,1051,1104,8
686380.9523,9062348.26,10,675335.2173,9072861.952,1051,1105,8
686390.953,9062348.26,10,675335.2173,9072861.952,1051,1106,8
686400.9536,9062348.26,10,675335.2173,9072861.952,1051,1107,8
686410.9543,9062348.26,10,675335.2173,9072861.952,1051,1108,8
686420.955,9062348.26,10,675335.2173,9072861.952,1051,1109,8
686430.9556,9062348.26,10,675335.2173,9072861.952,1051,1110,8
686440.9563,9062348.26,10,675335.2173,9072861.952,1051,1111,8
686450.957,9062348.26,10,675335.2173,9072861.952,1051,1112,8
686460.9576,9062348.26,10,675335.2173,9072861.952,1051,1113,8
686470.9583,9062348.26,10,675335.2173,9072861.952,1051,1114,8
686480.959,9062348.26,10,675335.2173,9072861.952,1051,1115,8
686490.9596,9062348.26,10,675335.2173,9072861.952,1051,1116,8
686500.9603,9062348.26,10,675335.2173,9072861.952,1051,1117,8
686510.961,9062348.26,10,675335.2173,9072861.952,1051,1118,8
686520.9616,9062348.26,10,675335.2173,9072861.952,1051,1119,8
686530.9623,9062348.26,10,675335.2173,9072861.952,1051,1120,8
686540.963,9062348.26,10,675335.2173,9072861.952,1051,1121,8
686550.9636,9062348.26,10,675335.2173,9072861.952,1051,1122,8
686560.9643,9062348.26,10,675335.2173,9072861.952,1051,1123,8
686570.965,9062348.26,10,675335.2173,9072861.952,1051,1124,8
686580.9656,9062348.26,10,675335.2173,9072861.952,1051,1125,8
686590.9663,9062348.26,10,675335.2173,9072861.952,1051,1126,8
686600.9669,9062348.26,10,675335.2173,9072861.952,1051,1127,8
686610.9676,9062348.26,10,675335.2173,9072861.952,1051,1128,8
686620.9683,9062348.26,10,675335.2173,9072861.952,1051,1129,8
685990.9264,9062338.261,10,675335.2173,9072861.952,1052,1066,8
686000.927,9062338.261,10,675335.2173,9072861.952,1052,1067,8
686010.9277,9062338.261,10,675335.2173,9072861.952,1052,1068,8
686020.9284,9062338.261,10,675335.2173,9072861.952,1052,1069,8
686030.929,9062338.261,10,675335.2173,9072861.952,1052,1070,8
686040.9297,9062338.261,10,675335.2173,9072861.952,1052,1071,8
686050.9303,9062338.261,10,675335.2173,9072861.952,1052,1072,8
686060.931,9062338.261,10,675335.2173,9072861.952,1052,1073,8
686070.9317,9062338.261,10,675335.2173,9072861.952,1052,1074,8
686080.9323,9062338.261,10,675335.2173,9072861.952,1052,1075,8
686090.933,9062338.261,10,675335.2173,9072861.952,1052,1076,8
686100.9337,9062338.261,10,675335.2173,9072861.952,1052,1077,8
686110.9343,9062338.261,10,675335.2173,9072861.952,1052,1078,8
686120.935,9062338.261,10,675335.2173,9072861.952,1052,1079,8
686130.9357,9062338.261,10,675335.2173,9072861.952,1052,1080,8
686140.9363,9062338.261,10,675335.2173,9072861.952,1052,1081,8
686150.937,9062338.261,10,675335.2173,9072861.952,1052,1082,8
686160.9377,9062338.261,10,675335.2173,9072861.952,1052,1083,8
686170.9383,9062338.261,10,675335.2173,9072861.952,1052,1084,8
686180.939,9062338.261,10,675335.2173,9072861.952,1052,1085,8
686190.9397,9062338.261,10,675335.2173,9072861.952,1052,1086,8
686200.9403,9062338.261,10,675335.2173,9072861.952,1052,1087,8
686210.941,9062338.261,10,675335.2173,9072861.952,1052,1088,8
686220.9417,9062338.261,10,675335.2173,9072861.952,1052,1089,8
686230.9423,9062338.261,10,675335.2173,9072861.952,1052,1090,8
686240.943,9062338.261,10,675335.2173,9072861.952,1052,1091,8
686250.9437,9062338.261,10,675335.2173,9072861.952,1052,1092,8
686260.9443,9062338.261,10,675335.2173,9072861.952,1052,1093,8
686270.945,9062338.261,10,675335.2173,9072861.952,1052,1094,8
686280.9457,9062338.261,10,675335.2173,9072861.952,1052,1095,8
686290.9463,9062338.261,10,675335.2173,9072861.952,1052,1096,8
686300.947,9062338.261,10,675335.2173,9072861.952,1052,1097,8
686310.9477,9062338.261,10,675335.2173,9072861.952,1052,1098,8
686320.9483,9062338.261,10,675335.2173,9072861.952,1052,1099,8
686330.949,9062338.261,10,675335.2173,9072861.952,1052,1100,8
686340.9496,9062338.261,10,675335.2173,9072861.952,1052,1101,8
686350.9503,9062338.261,10,675335.2173,9072861.952,1052,1102,8
686360.951,9062338.261,10,675335.2173,9072861.952,1052,1103,8
686370.9516,9062338.261,10,675335.2173,9072861.952,1052,1104,8
686380.9523,9062338.261,10,675335.2173,9072861.952,1052,1105,8
686390.953,9062338.261,10,675335.2173,9072861.952,1052,1106,8
686400.9536,9062338.261,10,675335.2173,9072861.952,1052,1107,8
686410.9543,9062338.261,10,675335.2173,9072861.952,1052,1108,8
686420.955,9062338.261,10,675335.2173,9072861.952,1052,1109,8
686430.9556,9062338.261,10,675335.2173,9072861.952,1052,1110,8
686440.9563,9062338.261,10,675335.2173,9072861.952,1052,1111,8
686450.957,9062338.261,10,675335.2173,9072861.952,1052,1112,8
686460.9576,9062338.261,10,675335.2173,9072861.952,1052,1113,8
686470.9583,9062338.261,10,675335.2173,9072861.952,1052,1114,8
686480.959,9062338.261,10,675335.2173,9072861.952,1052,1115,8
686490.9596,9062338.261,10,675335.2173,9072861.952,1052,1116,8
686500.9603,9062338.261,10,675335.2173,9072861.952,1052,1117,8
686510.961,9062338.261,10,675335.2173,9072861.952,1052,1118,8
686520.9616,9062338.261,10,675335.2173,9072861.952,1052,1119,8
686530.9623,9062338.261,10,675335.2173,9072861.952,1052,1120,8
686540.963,9062338.261,10,675335.2173,9072861.952,1052,1121,8
686550.9636,9062338.261,10,675335.2173,9072861.952,1052,1122,8
686560.9643,9062338.261,10,675335.2173,9072861.952,1052,1123,8
686570.965,9062338.261,10,675335.2173,9072861.952,1052,1124,8
686580.9656,9062338.261,10,675335.2173,9072861.952,1052,1125,8
686590.9663,9062338.261,10,675335.2173,9072861.952,1052,1126,8
686600.9669,9062338.261,10,675335.2173,9072861.952,1052,1127,8
686610.9676,9062338.261,10,675335.2173,9072861.952,1052,1128,8
686620.9683,9062338.261,10,675335.2173,9072861.952,1052,1129,8
685990.9264,9062328.263,10,675335.2173,9072861.952,1053,1066,8
686000.927,9062328.263,10,675335.2173,9072861.952,1053,1067,8
686010.9277,9062328.263,10,675335.2173,9072861.952,1053,1068,8
686020.9284,9062328.263,10,675335.2173,9072861.952,1053,1069,8
686030.929,9062328.263,10,675335.2173,9072861.952,1053,1070,8
686040.9297,9062328.263,10,675335.2173,9072861.952,1053,1071,8
686050.9303,9062328.263,10,675335.2173,9072861.952,1053,1072,8
686060.931,9062328.263,10,675335.2173,9072861.952,1053,1073,8
686070.9317,9062328.263,10,675335.2173,9072861.952,1053,1074,8
686080.9323,9062328.263,10,675335.2173,9072861.952,1053,1075,8
686090.933,9062328.263,10,675335.2173,9072861.952,1053,1076,8
686100.9337,9062328.263,10,675335.2173,9072861.952,1053,1077,8
686110.9343,9062328.263,10,675335.2173,9072861.952,1053,1078,8
686120.935,9062328.263,10,675335.2173,9072861.952,1053,1079,8
686130.9357,9062328.263,10,675335.2173,9072861.952,1053,1080,8
686140.9363,9062328.263,10,675335.2173,9072861.952,1053,1081,8
686150.937,9062328.263,10,675335.2173,9072861.952,1053,1082,8
686160.9377,9062328.263,10,675335.2173,9072861.952,1053,1083,8
686170.9383,9062328.263,10,675335.2173,9072861.952,1053,1084,8
686180.939,9062328.263,10,675335.2173,9072861.952,1053,1085,8
686190.9397,9062328.263,10,675335.2173,9072861.952,1053,1086,8
686200.9403,9062328.263,10,675335.2173,9072861.952,1053,1087,8
686210.941,9062328.263,10,675335.2173,9072861.952,1053,1088,8
686220.9417,9062328.263,10,675335.2173,9072861.952,1053,1089,8
686230.9423,9062328.263,10,675335.2173,9072861.952,1053,1090,8
686240.943,9062328.263,10,675335.2173,9072861.952,1053,1091,8
686250.9437,9062328.263,10,675335.2173,9072861.952,1053,1092,8
686260.9443,9062328.263,10,675335.2173,9072861.952,1053,1093,8
686270.945,9062328.263,10,675335.2173,9072861.952,1053,1094,8
686280.9457,9062328.263,10,675335.2173,9072861.952,1053,1095,8
686290.9463,9062328.263,10,675335.2173,9072861.952,1053,1096,8
686300.947,9062328.263,10,675335.2173,9072861.952,1053,1097,8
686310.9477,9062328.263,10,675335.2173,9072861.952,1053,1098,8
686320.9483,9062328.263,10,675335.2173,9072861.952,1053,1099,8
686330.949,9062328.263,10,675335.2173,9072861.952,1053,1100,8
686340.9496,9062328.263,10,675335.2173,9072861.952,1053,1101,8
686350.9503,9062328.263,10,675335.2173,9072861.952,1053,1102,8
686360.951,9062328.263,10,675335.2173,9072861.952,1053,1103,8
686370.9516,9062328.263,10,675335.2173,9072861.952,1053,1104,8
686380.9523,9062328.263,10,675335.2173,9072861.952,1053,1105,8
686390.953,9062328.263,10,675335.2173,9072861.952,1053,1106,8
686400.9536,9062328.263,10,675335.2173,9072861.952,1053,1107,8
686410.9543,9062328.263,10,675335.2173,9072861.952,1053,1108,8
686420.955,9062328.263,10,675335.2173,9072861.952,1053,1109,8
686430.9556,9062328.263,10,675335.2173,9072861.952,1053,1110,8
686440.9563,9062328.263,10,675335.2173,9072861.952,1053,1111,8
686450.957,9062328.263,10,675335.2173,9072861.952,1053,1112,8
686460.9576,9062328.263,10,675335.2173,9072861.952,1053,1113,8
686470.9583,9062328.263,10,675335.2173,9072861.952,1053,1114,8
686480.959,9062328.263,10,675335.2173,9072861.952,1053,1115,8
686490.9596,9062328.263,10,675335.2173,9072861.952,1053,1116,8
686500.9603,9062328.263,10,675335.2173,9072861.952,1053,1117,8
686510.961,9062328.263,10,675335.2173,9072861.952,1053,1118,8
686520.9616,9062328.263,10,675335.2173,9072861.952,1053,1119,8
686530.9623,9062328.263,10,675335.2173,9072861.952,1053,1120,8
686540.963,9062328.263,10,675335.2173,9072861.952,1053,1121,8
686550.9636,9062328.263,10,675335.2173,9072861.952,1053,1122,8
686560.9643,9062328.263,10,675335.2173,9072861.952,1053,1123,8
686570.965,9062328.263,10,675335.2173,9072861.952,1053,1124,8
686580.9656,9062328.263,10,675335.2173,9072861.952,1053,1125,8
686590.9663,9062328.263,10,675335.2173,9072861.952,1053,1126,8
686600.9669,9062328.263,10,675335.2173,9072861.952,1053,1127,8
686610.9676,9062328.263,10,675335.2173,9072861.952,1053,1128,8
686620.9683,9062328.263,10,675335.2173,9072861.952,1053,1129,8
685990.9264,9062318.264,10,675335.2173,9072861.952,1054,1066,8
686000.927,9062318.264,10,675335.2173,9072861.952,1054,1067,8
686010.9277,9062318.264,10,675335.2173,9072861.952,1054,1068,8
686020.9284,9062318.264,10,675335.2173,9072861.952,1054,1069,8
686030.929,9062318.264,10,675335.2173,9072861.952,1054,1070,8
686040.9297,9062318.264,10,675335.2173,9072861.952,1054,1071,8
686050.9303,9062318.264,10,675335.2173,9072861.952,1054,1072,8
686060.931,9062318.264,10,675335.2173,9072861.952,1054,1073,8
686070.9317,9062318.264,10,675335.2173,9072861.952,1054,1074,8
686080.9323,9062318.264,10,675335.2173,9072861.952,1054,1075,8
686090.933,9062318.264,10,675335.2173,9072861.952,1054,1076,8
686100.9337,9062318.264,10,675335.2173,9072861.952,1054,1077,8
686110.9343,9062318.264,10,675335.2173,9072861.952,1054,1078,8
686120.935,9062318.264,10,675335.2173,9072861.952,1054,1079,8
686130.9357,9062318.264,10,675335.2173,9072861.952,1054,1080,8
686140.9363,9062318.264,10,675335.2173,9072861.952,1054,1081,8
686150.937,9062318.264,10,675335.2173,9072861.952,1054,1082,8
686160.9377,9062318.264,10,675335.2173,9072861.952,1054,1083,8
686170.9383,9062318.264,10,675335.2173,9072861.952,1054,1084,8
686180.939,9062318.264,10,675335.2173,9072861.952,1054,1085,8
686190.9397,9062318.264,10,675335.2173,9072861.952,1054,1086,8
686200.9403,9062318.264,10,675335.2173,9072861.952,1054,1087,8
686210.941,9062318.264,10,675335.2173,9072861.952,1054,1088,8
686220.9417,9062318.264,10,675335.2173,9072861.952,1054,1089,8
686230.9423,9062318.264,10,675335.2173,9072861.952,1054,1090,8
686240.943,9062318.264,10,675335.2173,9072861.952,1054,1091,8
686250.9437,9062318.264,10,675335.2173,9072861.952,1054,1092,8
686260.9443,9062318.264,10,675335.2173,9072861.952,1054,1093,8
686270.945,9062318.264,10,675335.2173,9072861.952,1054,1094,8
686280.9457,9062318.264,10,675335.2173,9072861.952,1054,1095,8
686290.9463,9062318.264,10,675335.2173,9072861.952,1054,1096,8
686300.947,9062318.264,10,675335.2173,9072861.952,1054,1097,8
686310.9477,9062318.264,10,675335.2173,9072861.952,1054,1098,8
686320.9483,9062318.264,10,675335.2173,9072861.952,1054,1099,8
686330.949,9062318.264,10,675335.2173,9072861.952,1054,1100,8
686340.9496,9062318.264,10,675335.2173,9072861.952,1054,1101,8
686350.9503,9062318.264,10,675335.2173,9072861.952,1054,1102,8
686360.951,9062318.264,10,675335.2173,9072861.952,1054,1103,8
686370.9516,9062318.264,10,675335.2173,9072861.952,1054,1104,8
686380.9523,9062318.264,10,675335.2173,9072861.952,1054,1105,8
686390.953,9062318.264,10,675335.2173,9072861.952,1054,1106,8
686400.9536,9062318.264,10,675335.2173,9072861.952,1054,1107,8
686410.9543,9062318.264,10,675335.2173,9072861.952,1054,1108,8
686420.955,9062318.264,10,675335.2173,9072861.952,1054,1109,8
686430.9556,9062318.264,10,675335.2173,9072861.952,1054,1110,8
686440.9563,9062318.264,10,675335.2173,9072861.952,1054,1111,8
686450.957,9062318.264,10,675335.2173,9072861.952,1054,1112,8
686460.9576,9062318.264,10,675335.2173,9072861.952,1054,1113,8
686470.9583,9062318.264,10,675335.2173,9072861.952,1054,1114,8
686480.959,9062318.264,10,675335.2173,9072861.952,1054,1115,8
686490.9596,9062318.264,10,675335.2173,9072861.952,1054,1116,8
686500.9603,9062318.264,10,675335.2173,9072861.952,1054,1117,8
686510.961,9062318.264,10,675335.2173,9072861.952,1054,1118,8
686520.9616,9062318.264,10,675335.2173,9072861.952,1054,1119,8
686530.9623,9062318.264,10,675335.2173,9072861.952,1054,1120,8
686540.963,9062318.264,10,675335.2173,9072861.952,1054,1121,8
686550.9636,9062318.264,10,675335.2173,9072861.952,1054,1122,8
686560.9643,9062318.264,10,675335.2173,9072861.952,1054,1123,8
686570.965,9062318.264,10,675335.2173,9072861.952,1054,1124,8
686580.9656,9062318.264,10,675335.2173,9072861.952,1054,1125,8
686590.9663,9062318.264,10,675335.2173,9072861.952,1054,1126,8
686600.9669,9062318.264,10,675335.2173,9072861.952,1054,1127,8
686610.9676,9062318.264,10,675335.2173,9072861.952,1054,1128,8
686620.9683,9062318.264,10,675335.2173,9072861.952,1054,1129,8
685990.9264,9062308.265,10,675335.2173,9072861.952,1055,1066,8
686000.927,9062308.265,10,675335.2173,9072861.952,1055,1067,8
686010.9277,9062308.265,10,675335.2173,9072861.952,1055,1068,8
686020.9284,9062308.265,10,675335.2173,9072861.952,1055,1069,8
686030.929,9062308.265,10,675335.2173,9072861.952,1055,1070,8
686040.9297,9062308.265,10,675335.2173,9072861.952,1055,1071,8
686050.9303,9062308.265,10,675335.2173,9072861.952,1055,1072,8
686060.931,9062308.265,10,675335.2173,9072861.952,1055,1073,8
686070.9317,9062308.265,10,675335.2173,9072861.952,1055,1074,8
686080.9323,9062308.265,10,675335.2173,9072861.952,1055,1075,8
686090.933,9062308.265,10,675335.2173,9072861.952,1055,1076,8
686100.9337,9062308.265,10,675335.2173,9072861.952,1055,1077,8
686110.9343,9062308.265,10,675335.2173,9072861.952,1055,1078,8
686120.935,9062308.265,10,675335.2173,9072861.952,1055,1079,8
686130.9357,9062308.265,10,675335.2173,9072861.952,1055,1080,8
686140.9363,9062308.265,10,675335.2173,9072861.952,1055,1081,8
686150.937,9062308.265,10,675335.2173,9072861.952,1055,1082,8
686160.9377,9062308.265,10,675335.2173,9072861.952,1055,1083,8
686170.9383,9062308.265,10,675335.2173,9072861.952,1055,1084,8
686180.939,9062308.265,10,675335.2173,9072861.952,1055,1085,8
686190.9397,9062308.265,10,675335.2173,9072861.952,1055,1086,8
686200.9403,9062308.265,10,675335.2173,9072861.952,1055,1087,8
686210.941,9062308.265,10,675335.2173,9072861.952,1055,1088,8
686220.9417,9062308.265,10,675335.2173,9072861.952,1055,1089,8
686230.9423,9062308.265,10,675335.2173,9072861.952,1055,1090,8
686240.943,9062308.265,10,675335.2173,9072861.952,1055,1091,8
686250.9437,9062308.265,10,675335.2173,9072861.952,1055,1092,8
686260.9443,9062308.265,10,675335.2173,9072861.952,1055,1093,8
686270.945,9062308.265,10,675335.2173,9072861.952,1055,1094,8
686280.9457,9062308.265,10,675335.2173,9072861.952,1055,1095,8
686290.9463,9062308.265,10,675335.2173,9072861.952,1055,1096,8
686300.947,9062308.265,10,675335.2173,9072861.952,1055,1097,8
686310.9477,9062308.265,10,675335.2173,9072861.952,1055,1098,8
686320.9483,9062308.265,10,675335.2173,9072861.952,1055,1099,8
686330.949,9062308.265,10,675335.2173,9072861.952,1055,1100,8
686340.9496,9062308.265,10,675335.2173,9072861.952,1055,1101,8
686350.9503,9062308.265,10,675335.2173,9072861.952,1055,1102,8
686360.951,9062308.265,10,675335.2173,9072861.952,1055,1103,8
686370.9516,9062308.265,10,675335.2173,9072861.952,1055,1104,8
686380.9523,9062308.265,10,675335.2173,9072861.952,1055,1105,8
686390.953,9062308.265,10,675335.2173,9072861.952,1055,1106,8
686400.9536,9062308.265,10,675335.2173,9072861.952,1055,1107,8
686410.9543,9062308.265,10,675335.2173,9072861.952,1055,1108,8
686420.955,9062308.265,10,675335.2173,9072861.952,1055,1109,8
686430.9556,9062308.265,10,675335.2173,9072861.952,1055,1110,8
686440.9563,9062308.265,10,675335.2173,9072861.952,1055,1111,8
686450.957,9062308.265,10,675335.2173,9072861.952,1055,1112,8
686460.9576,9062308.265,10,675335.2173,9072861.952,1055,1113,8
686470.9583,9062308.265,10,675335.2173,9072861.952,1055,1114,8
686480.959,9062308.265,10,675335.2173,9072861.952,1055,1115,8
686490.9596,9062308.265,10,675335.2173,9072861.952,1055,1116,8
686500.9603,9062308.265,10,675335.2173,9072861.952,1055,1117,8
686510.961,9062308.265,10,675335.2173,9072861.952,1055,1118,8
686520.9616,9062308.265,10,675335.2173,9072861.952,1055,1119,8
686530.9623,9062308.265,10,675335.2173,9072861.952,1055,1120,8
686540.963,9062308.265,10,675335.2173,9072861.952,1055,1121,8
686550.9636,9062308.265,10,675335.2173,9072861.952,1055,1122,8
686560.9643,9062308.265,10,675335.2173,9072861.952,1055,1123,8
686570.965,9062308.265,10,675335.2173,9072861.952,1055,1124,8
686580.9656,9062308.265,10,675335.2173,9072861.952,1055,1125,8
686590.9663,9062308.265,10,675335.2173,9072861.952,1055,1126,8
686600.9669,9062308.265,10,675335.2173,9072861.952,1055,1127,8
686610.9676,9062308.265,10,675335.2173,9072861.952,1055,1128,8
686620.9683,9062308.265,10,675335.2173,9072861.952,1055,1129,8
685990.9264,9062298.266,10,675335.2173,9072861.952,1056,1066,8
686000.927,9062298.266,10,675335.2173,9072861.952,1056,1067,8
686010.9277,9062298.266,10,675335.2173,9072861.952,1056,1068,8
686020.9284,9062298.266,10,675335.2173,9072861.952,1056,1069,8
686030.929,9062298.266,10,675335.2173,9072861.952,1056,1070,8
686040.9297,9062298.266,10,675335.2173,9072861.952,1056,1071,8
686050.9303,9062298.266,10,675335.2173,9072861.952,1056,1072,8
686060.931,9062298.266,10,675335.2173,9072861.952,1056,1073,8
686070.9317,9062298.266,10,675335.2173,9072861.952,1056,1074,8
686080.9323,9062298.266,10,675335.2173,9072861.952,1056,1075,8
686090.933,9062298.266,10,675335.2173,9072861.952,1056,1076,8
686100.9337,9062298.266,10,675335.2173,9072861.952,1056,1077,8
686110.9343,9062298.266,10,675335.2173,9072861.952,1056,1078,8
686120.935,9062298.266,10,675335.2173,9072861.952,1056,1079,8
686130.9357,9062298.266,10,675335.2173,9072861.952,1056,1080,8
686140.9363,9062298.266,10,675335.2173,9072861.952,1056,1081,8
686150.937,9062298.266,10,675335.2173,9072861.952,1056,1082,8
686160.9377,9062298.266,10,675335.2173,9072861.952,1056,1083,8
686170.9383,9062298.266,10,675335.2173,9072861.952,1056,1084,8
686180.939,9062298.266,10,675335.2173,9072861.952,1056,1085,8
686190.9397,9062298.266,10,675335.2173,9072861.952,1056,1086,8
686200.9403,9062298.266,10,675335.2173,9072861.952,1056,1087,8
686210.941,9062298.266,10,675335.2173,9072861.952,1056,1088,8
686220.9417,9062298.266,10,675335.2173,9072861.952,1056,1089,8
686230.9423,9062298.266,10,675335.2173,9072861.952,1056,1090,8
686240.943,9062298.266,10,675335.2173,9072861.952,1056,1091,8
686250.9437,9062298.266,10,675335.2173,9072861.952,1056,1092,8
686260.9443,9062298.266,10,675335.2173,9072861.952,1056,1093,8
686270.945,9062298.266,10,675335.2173,9072861.952,1056,1094,8
