x,y,cell_size,xinit_r,yinit_r,n_row,n_column,category
692061.3303,9071777.087,10,675335.2173,9072861.952,108,1673,6
692071.331,9071777.087,10,675335.2173,9072861.952,108,1674,6
692081.3316,9071777.087,10,675335.2173,9072861.952,108,1675,6
691911.3203,9071767.088,10,675335.2173,9072861.952,109,1658,6
691921.321,9071767.088,10,675335.2173,9072861.952,109,1659,6
691931.3216,9071767.088,10,675335.2173,9072861.952,109,1660,6
691941.3223,9071767.088,10,675335.2173,9072861.952,109,1661,6
691951.323,9071767.088,10,675335.2173,9072861.952,109,1662,6
691961.3236,9071767.088,10,675335.2173,9072861.952,109,1663,6
691971.3243,9071767.088,10,675335.2173,9072861.952,109,1664,6
691981.325,9071767.088,10,675335.2173,9072861.952,109,1665,6
691991.3256,9071767.088,10,675335.2173,9072861.952,109,1666,6
692001.3263,9071767.088,10,675335.2173,9072861.952,109,1667,6
692011.327,9071767.088,10,675335.2173,9072861.952,109,1668,6
692021.3276,9071767.088,10,675335.2173,9072861.952,109,1669,6
692031.3283,9071767.088,10,675335.2173,9072861.952,109,1670,6
692041.329,9071767.088,10,675335.2173,9072861.952,109,1671,6
692051.3296,9071767.088,10,675335.2173,9072861.952,109,1672,6
692061.3303,9071767.088,10,675335.2173,9072861.952,109,1673,6
692071.331,9071767.088,10,675335.2173,9072861.952,109,1674,6
692081.3316,9071767.088,10,675335.2173,9072861.952,109,1675,6
691911.3203,9071757.089,10,675335.2173,9072861.952,110,1658,6
691921.321,9071757.089,10,675335.2173,9072861.952,110,1659,6
691931.3216,9071757.089,10,675335.2173,9072861.952,110,1660,6
691941.3223,9071757.089,10,675335.2173,9072861.952,110,1661,6
691951.323,9071757.089,10,675335.2173,9072861.952,110,1662,6
691961.3236,9071757.089,10,675335.2173,9072861.952,110,1663,6
691971.3243,9071757.089,10,675335.2173,9072861.952,110,1664,6
691981.325,9071757.089,10,675335.2173,9072861.952,110,1665,6
691991.3256,9071757.089,10,675335.2173,9072861.952,110,1666,6
692001.3263,9071757.089,10,675335.2173,9072861.952,110,1667,6
692011.327,9071757.089,10,675335.2173,9072861.952,110,1668,6
692021.3276,9071757.089,10,675335.2173,9072861.952,110,1669,6
692031.3283,9071757.089,10,675335.2173,9072861.952,110,1670,6
692041.329,9071757.089,10,675335.2173,9072861.952,110,1671,6
692051.3296,9071757.089,10,675335.2173,9072861.952,110,1672,6
692061.3303,9071757.089,10,675335.2173,9072861.952,110,1673,6
692071.331,9071757.089,10,675335.2173,9072861.952,110,1674,6
692081.3316,9071757.089,10,675335.2173,9072861.952,110,1675,6
691911.3203,9071747.09,10,675335.2173,9072861.952,111,1658,6
691921.321,9071747.09,10,675335.2173,9072861.952,111,1659,6
691931.3216,9071747.09,10,675335.2173,9072861.952,111,1660,6
691941.3223,9071747.09,10,675335.2173,9072861.952,111,1661,6
691951.323,9071747.09,10,675335.2173,9072861.952,111,1662,6
691961.3236,9071747.09,10,675335.2173,9072861.952,111,1663,6
691971.3243,9071747.09,10,675335.2173,9072861.952,111,1664,6
691981.325,9071747.09,10,675335.2173,9072861.952,111,1665,6
691991.3256,9071747.09,10,675335.2173,9072861.952,111,1666,6
692001.3263,9071747.09,10,675335.2173,9072861.952,111,1667,6
692011.327,9071747.09,10,675335.2173,9072861.952,111,1668,6
692021.3276,9071747.09,10,675335.2173,9072861.952,111,1669,6
692031.3283,9071747.09,10,675335.2173,9072861.952,111,1670,6
692041.329,9071747.09,10,675335.2173,9072861.952,111,1671,6
692051.3296,9071747.09,10,675335.2173,9072861.952,111,1672,6
692061.3303,9071747.09,10,675335.2173,9072861.952,111,1673,6
692071.331,9071747.09,10,675335.2173,9072861.952,111,1674,6
692081.3316,9071747.09,10,675335.2173,9072861.952,111,1675,6
691911.3203,9071737.092,10,675335.2173,9072861.952,112,1658,6
691921.321,9071737.092,10,675335.2173,9072861.952,112,1659,6
691931.3216,9071737.092,10,675335.2173,9072861.952,112,1660,6
691941.3223,9071737.092,10,675335.2173,9072861.952,112,1661,6
691951.323,9071737.092,10,675335.2173,9072861.952,112,1662,6
691961.3236,9071737.092,10,675335.2173,9072861.952,112,1663,6
691971.3243,9071737.092,10,675335.2173,9072861.952,112,1664,6
691981.325,9071737.092,10,675335.2173,9072861.952,112,1665,6
691991.3256,9071737.092,10,675335.2173,9072861.952,112,1666,6
692001.3263,9071737.092,10,675335.2173,9072861.952,112,1667,6
692011.327,9071737.092,10,675335.2173,9072861.952,112,1668,6
692021.3276,9071737.092,10,675335.2173,9072861.952,112,1669,6
692031.3283,9071737.092,10,675335.2173,9072861.952,112,1670,6
692041.329,9071737.092,10,675335.2173,9072861.952,112,1671,6
692051.3296,9071737.092,10,675335.2173,9072861.952,112,1672,6
692061.3303,9071737.092,10,675335.2173,9072861.952,112,1673,6
692071.331,9071737.092,10,675335.2173,9072861.952,112,1674,6
692081.3316,9071737.092,10,675335.2173,9072861.952,112,1675,6
691911.3203,9071727.093,10,675335.2173,9072861.952,113,1658,6
691921.321,9071727.093,10,675335.2173,9072861.952,113,1659,6
691931.3216,9071727.093,10,675335.2173,9072861.952,113,1660,6
691941.3223,9071727.093,10,675335.2173,9072861.952,113,1661,6
691951.323,9071727.093,10,675335.2173,9072861.952,113,1662,6
691961.3236,9071727.093,10,675335.2173,9072861.952,113,1663,6
691971.3243,9071727.093,10,675335.2173,9072861.952,113,1664,6
691981.325,9071727.093,10,675335.2173,9072861.952,113,1665,6
691991.3256,9071727.093,10,675335.2173,9072861.952,113,1666,6
692001.3263,9071727.093,10,675335.2173,9072861.952,113,1667,6
692011.327,9071727.093,10,675335.2173,9072861.952,113,1668,6
692021.3276,9071727.093,10,675335.2173,9072861.952,113,1669,6
692031.3283,9071727.093,10,675335.2173,9072861.952,113,1670,6
692041.329,9071727.093,10,675335.2173,9072861.952,113,1671,6
692051.3296,9071727.093,10,675335.2173,9072861.952,113,1672,6
692061.3303,9071727.093,10,675335.2173,9072861.952,113,1673,6
692071.331,9071727.093,10,675335.2173,9072861.952,113,1674,6
692081.3316,9071727.093,10,675335.2173,9072861.952,113,1675,6
691911.3203,9071717.094,10,675335.2173,9072861.952,114,1658,6
691921.321,9071717.094,10,675335.2173,9072861.952,114,1659,6
691931.3216,9071717.094,10,675335.2173,9072861.952,114,1660,6
691941.3223,9071717.094,10,675335.2173,9072861.952,114,1661,6
691951.323,9071717.094,10,675335.2173,9072861.952,114,1662,6
691961.3236,9071717.094,10,675335.2173,9072861.952,114,1663,6
691971.3243,9071717.094,10,675335.2173,9072861.952,114,1664,6
691981.325,9071717.094,10,675335.2173,9072861.952,114,1665,6
691991.3256,9071717.094,10,675335.2173,9072861.952,114,1666,6
692001.3263,9071717.094,10,675335.2173,9072861.952,114,1667,6
692011.327,9071717.094,10,675335.2173,9072861.952,114,1668,6
692021.3276,9071717.094,10,675335.2173,9072861.952,114,1669,6
692031.3283,9071717.094,10,675335.2173,9072861.952,114,1670,6
692041.329,9071717.094,10,675335.2173,9072861.952,114,1671,6
692051.3296,9071717.094,10,675335.2173,9072861.952,114,1672,6
692061.3303,9071717.094,10,675335.2173,9072861.952,114,1673,6
692071.331,9071717.094,10,675335.2173,9072861.952,114,1674,6
692081.3316,9071717.094,10,675335.2173,9072861.952,114,1675,6
691911.3203,9071707.095,10,675335.2173,9072861.952,115,1658,6
691921.321,9071707.095,10,675335.2173,9072861.952,115,1659,6
691931.3216,9071707.095,10,675335.2173,9072861.952,115,1660,6
691941.3223,9071707.095,10,675335.2173,9072861.952,115,1661,6
691951.323,9071707.095,10,675335.2173,9072861.952,115,1662,6
691961.3236,9071707.095,10,675335.2173,9072861.952,115,1663,6
691971.3243,9071707.095,10,675335.2173,9072861.952,115,1664,6
691981.325,9071707.095,10,675335.2173,9072861.952,115,1665,6
691991.3256,9071707.095,10,675335.2173,9072861.952,115,1666,6
692001.3263,9071707.095,10,675335.2173,9072861.952,115,1667,6
692011.327,9071707.095,10,675335.2173,9072861.952,115,1668,6
692021.3276,9071707.095,10,675335.2173,9072861.952,115,1669,6
692031.3283,9071707.095,10,675335.2173,9072861.952,115,1670,6
692041.329,9071707.095,10,675335.2173,9072861.952,115,1671,6
692051.3296,9071707.095,10,675335.2173,9072861.952,115,1672,6
692061.3303,9071707.095,10,675335.2173,9072861.952,115,1673,6
692071.331,9071707.095,10,675335.2173,9072861.952,115,1674,6
692081.3316,9071707.095,10,675335.2173,9072861.952,115,1675,6
691911.3203,9071697.097,10,675335.2173,9072861.952,116,1658,6
691921.321,9071697.097,10,675335.2173,9072861.952,116,1659,6
691931.3216,9071697.097,10,675335.2173,9072861.952,116,1660,6
691941.3223,9071697.097,10,675335.2173,9072861.952,116,1661,6
691951.323,9071697.097,10,675335.2173,9072861.952,116,1662,6
691961.3236,9071697.097,10,675335.2173,9072861.952,116,1663,6
691971.3243,9071697.097,10,675335.2173,9072861.952,116,1664,6
691981.325,9071697.097,10,675335.2173,9072861.952,116,1665,6
691991.3256,9071697.097,10,675335.2173,9072861.952,116,1666,6
692001.3263,9071697.097,10,675335.2173,9072861.952,116,1667,6
692011.327,9071697.097,10,675335.2173,9072861.952,116,1668,6
692021.3276,9071697.097,10,675335.2173,9072861.952,116,1669,6
692031.3283,9071697.097,10,675335.2173,9072861.952,116,1670,6
692041.329,9071697.097,10,675335.2173,9072861.952,116,1671,6
692051.3296,9071697.097,10,675335.2173,9072861.952,116,1672,6
692061.3303,9071697.097,10,675335.2173,9072861.952,116,1673,6
692071.331,9071697.097,10,675335.2173,9072861.952,116,1674,6
692081.3316,9071697.097,10,675335.2173,9072861.952,116,1675,6
691911.3203,9071687.098,10,675335.2173,9072861.952,117,1658,6
691921.321,9071687.098,10,675335.2173,9072861.952,117,1659,6
691931.3216,9071687.098,10,675335.2173,9072861.952,117,1660,6
691941.3223,9071687.098,10,675335.2173,9072861.952,117,1661,6
691951.323,9071687.098,10,675335.2173,9072861.952,117,1662,6
691961.3236,9071687.098,10,675335.2173,9072861.952,117,1663,6
691971.3243,9071687.098,10,675335.2173,9072861.952,117,1664,6
691981.325,9071687.098,10,675335.2173,9072861.952,117,1665,6
691991.3256,9071687.098,10,675335.2173,9072861.952,117,1666,6
692001.3263,9071687.098,10,675335.2173,9072861.952,117,1667,6
692011.327,9071687.098,10,675335.2173,9072861.952,117,1668,6
692021.3276,9071687.098,10,675335.2173,9072861.952,117,1669,6
692031.3283,9071687.098,10,675335.2173,9072861.952,117,1670,6
692041.329,9071687.098,10,675335.2173,9072861.952,117,1671,6
692051.3296,9071687.098,10,675335.2173,9072861.952,117,1672,6
692061.3303,9071687.098,10,675335.2173,9072861.952,117,1673,6
692071.331,9071687.098,10,675335.2173,9072861.952,117,1674,6
692081.3316,9071687.098,10,675335.2173,9072861.952,117,1675,6
691911.3203,9071677.099,10,675335.2173,9072861.952,118,1658,6
691921.321,9071677.099,10,675335.2173,9072861.952,118,1659,6
691931.3216,9071677.099,10,675335.2173,9072861.952,118,1660,6
691941.3223,9071677.099,10,675335.2173,9072861.952,118,1661,6
691951.323,9071677.099,10,675335.2173,9072861.952,118,1662,6
691961.3236,9071677.099,10,675335.2173,9072861.952,118,1663,6
691971.3243,9071677.099,10,675335.2173,9072861.952,118,1664,6
691981.325,9071677.099,10,675335.2173,9072861.952,118,1665,6
691991.3256,9071677.099,10,675335.2173,9072861.952,118,1666,6
692001.3263,9071677.099,10,675335.2173,9072861.952,118,1667,6
692011.327,9071677.099,10,675335.2173,9072861.952,118,1668,6
692021.3276,9071677.099,10,675335.2173,9072861.952,118,1669,6
692031.3283,9071677.099,10,675335.2173,9072861.952,118,1670,6
692041.329,9071677.099,10,675335.2173,9072861.952,118,1671,6
692051.3296,9071677.099,10,675335.2173,9072861.952,118,1672,6
692061.3303,9071677.099,10,675335.2173,9072861.952,118,1673,6
692071.331,9071677.099,10,675335.2173,9072861.952,118,1674,6
692081.3316,9071677.099,10,675335.2173,9072861.952,118,1675,6
691911.3203,9071667.1,10,675335.2173,9072861.952,119,1658,6
691921.321,9071667.1,10,675335.2173,9072861.952,119,1659,6
691931.3216,9071667.1,10,675335.2173,9072861.952,119,1660,6
691941.3223,9071667.1,10,675335.2173,9072861.952,119,1661,6
691951.323,9071667.1,10,675335.2173,9072861.952,119,1662,6
691961.3236,9071667.1,10,675335.2173,9072861.952,119,1663,6
691971.3243,9071667.1,10,675335.2173,9072861.952,119,1664,6
691981.325,9071667.1,10,675335.2173,9072861.952,119,1665,6
691991.3256,9071667.1,10,675335.2173,9072861.952,119,1666,6
692001.3263,9071667.1,10,675335.2173,9072861.952,119,1667,6
692011.327,9071667.1,10,675335.2173,9072861.952,119,1668,6
692021.3276,9071667.1,10,675335.2173,9072861.952,119,1669,6
692031.3283,9071667.1,10,675335.2173,9072861.952,119,1670,6
692041.329,9071667.1,10,675335.2173,9072861.952,119,1671,6
692051.3296,9071667.1,10,675335.2173,9072861.952,119,1672,6
692061.3303,9071667.1,10,675335.2173,9072861.952,119,1673,6
692071.331,9071667.1,10,675335.2173,9072861.952,119,1674,6
692081.3316,9071667.1,10,675335.2173,9072861.952,119,1675,6
691911.3203,9071657.102,10,675335.2173,9072861.952,120,1658,6
691921.321,9071657.102,10,675335.2173,9072861.952,120,1659,6
691931.3216,9071657.102,10,675335.2173,9072861.952,120,1660,6
691941.3223,9071657.102,10,675335.2173,9072861.952,120,1661,6
691951.323,9071657.102,10,675335.2173,9072861.952,120,1662,6
691961.3236,9071657.102,10,675335.2173,9072861.952,120,1663,6
691971.3243,9071657.102,10,675335.2173,9072861.952,120,1664,6
691981.325,9071657.102,10,675335.2173,9072861.952,120,1665,6
691991.3256,9071657.102,10,675335.2173,9072861.952,120,1666,6
692001.3263,9071657.102,10,675335.2173,9072861.952,120,1667,6
692011.327,9071657.102,10,675335.2173,9072861.952,120,1668,6
692021.3276,9071657.102,10,675335.2173,9072861.952,120,1669,6
692031.3283,9071657.102,10,675335.2173,9072861.952,120,1670,6
692041.329,9071657.102,10,675335.2173,9072861.952,120,1671,6
692051.3296,9071657.102,10,675335.2173,9072861.952,120,1672,6
692061.3303,9071657.102,10,675335.2173,9072861.952,120,1673,6
692071.331,9071657.102,10,675335.2173,9072861.952,120,1674,6
692081.3316,9071657.102,10,675335.2173,9072861.952,120,1675,6
691911.3203,9071647.103,10,675335.2173,9072861.952,121,1658,6
691921.321,9071647.103,10,675335.2173,9072861.952,121,1659,6
691931.3216,9071647.103,10,675335.2173,9072861.952,121,1660,6
691941.3223,9071647.103,10,675335.2173,9072861.952,121,1661,6
691951.323,9071647.103,10,675335.2173,9072861.952,121,1662,6
691961.3236,9071647.103,10,675335.2173,9072861.952,121,1663,6
691971.3243,9071647.103,10,675335.2173,9072861.952,121,1664,6
691981.325,9071647.103,10,675335.2173,9072861.952,121,1665,6
691991.3256,9071647.103,10,675335.2173,9072861.952,121,1666,6
692001.3263,9071647.103,10,675335.2173,9072861.952,121,1667,6
692011.327,9071647.103,10,675335.2173,9072861.952,121,1668,6
692021.3276,9071647.103,10,675335.2173,9072861.952,121,1669,6
692031.3283,9071647.103,10,675335.2173,9072861.952,121,1670,6
692041.329,9071647.103,10,675335.2173,9072861.952,121,1671,6
692051.3296,9071647.103,10,675335.2173,9072861.952,121,1672,6
692061.3303,9071647.103,10,675335.2173,9072861.952,121,1673,6
692071.331,9071647.103,10,675335.2173,9072861.952,121,1674,6
692081.3316,9071647.103,10,675335.2173,9072861.952,121,1675,6
691911.3203,9071637.104,10,675335.2173,9072861.952,122,1658,6
691921.321,9071637.104,10,675335.2173,9072861.952,122,1659,6
691931.3216,9071637.104,10,675335.2173,9072861.952,122,1660,6
691941.3223,9071637.104,10,675335.2173,9072861.952,122,1661,6
691951.323,9071637.104,10,675335.2173,9072861.952,122,1662,6
691961.3236,9071637.104,10,675335.2173,9072861.952,122,1663,6
691971.3243,9071637.104,10,675335.2173,9072861.952,122,1664,6
691981.325,9071637.104,10,675335.2173,9072861.952,122,1665,6
691991.3256,9071637.104,10,675335.2173,9072861.952,122,1666,6
692001.3263,9071637.104,10,675335.2173,9072861.952,122,1667,6
692011.327,9071637.104,10,675335.2173,9072861.952,122,1668,6
692021.3276,9071637.104,10,675335.2173,9072861.952,122,1669,6
692031.3283,9071637.104,10,675335.2173,9072861.952,122,1670,6
692041.329,9071637.104,10,675335.2173,9072861.952,122,1671,6
692051.3296,9071637.104,10,675335.2173,9072861.952,122,1672,6
692061.3303,9071637.104,10,675335.2173,9072861.952,122,1673,6
692071.331,9071637.104,10,675335.2173,9072861.952,122,1674,6
692081.3316,9071637.104,10,675335.2173,9072861.952,122,1675,6
691911.3203,9071627.105,10,675335.2173,9072861.952,123,1658,6
691921.321,9071627.105,10,675335.2173,9072861.952,123,1659,6
691931.3216,9071627.105,10,675335.2173,9072861.952,123,1660,6
691941.3223,9071627.105,10,675335.2173,9072861.952,123,1661,6
691951.323,9071627.105,10,675335.2173,9072861.952,123,1662,6
691961.3236,9071627.105,10,675335.2173,9072861.952,123,1663,6
691971.3243,9071627.105,10,675335.2173,9072861.952,123,1664,6
691981.325,9071627.105,10,675335.2173,9072861.952,123,1665,6
691991.3256,9071627.105,10,675335.2173,9072861.952,123,1666,6
692001.3263,9071627.105,10,675335.2173,9072861.952,123,1667,6
692011.327,9071627.105,10,675335.2173,9072861.952,123,1668,6
692021.3276,9071627.105,10,675335.2173,9072861.952,123,1669,6
692031.3283,9071627.105,10,675335.2173,9072861.952,123,1670,6
692041.329,9071627.105,10,675335.2173,9072861.952,123,1671,6
692051.3296,9071627.105,10,675335.2173,9072861.952,123,1672,6
692061.3303,9071627.105,10,675335.2173,9072861.952,123,1673,6
692071.331,9071627.105,10,675335.2173,9072861.952,123,1674,6
692081.3316,9071627.105,10,675335.2173,9072861.952,123,1675,6
691911.3203,9071617.107,10,675335.2173,9072861.952,124,1658,6
691921.321,9071617.107,10,675335.2173,9072861.952,124,1659,6
691931.3216,9071617.107,10,675335.2173,9072861.952,124,1660,6
691941.3223,9071617.107,10,675335.2173,9072861.952,124,1661,6
691951.323,9071617.107,10,675335.2173,9072861.952,124,1662,6
691961.3236,9071617.107,10,675335.2173,9072861.952,124,1663,6
691971.3243,9071617.107,10,675335.2173,9072861.952,124,1664,6
691981.325,9071617.107,10,675335.2173,9072861.952,124,1665,6
691991.3256,9071617.107,10,675335.2173,9072861.952,124,1666,6
692001.3263,9071617.107,10,675335.2173,9072861.952,124,1667,6
692011.327,9071617.107,10,675335.2173,9072861.952,124,1668,6
692021.3276,9071617.107,10,675335.2173,9072861.952,124,1669,6
692031.3283,9071617.107,10,675335.2173,9072861.952,124,1670,6
692041.329,9071617.107,10,675335.2173,9072861.952,124,1671,6
692051.3296,9071617.107,10,675335.2173,9072861.952,124,1672,6
692061.3303,9071617.107,10,675335.2173,9072861.952,124,1673,6
692071.331,9071617.107,10,675335.2173,9072861.952,124,1674,6
692081.3316,9071617.107,10,675335.2173,9072861.952,124,1675,6
